,RESPNUM,CCGID,RUNID,INTDATE,DAY,GATE,BAREA,STRATA,PEAK,METHOD,SAQ,AIRLINE,DESTINATION,FLIGHT,AIRLINE_CODE,DEST_CODE,DESTGEO,DESTMARK,ARRTIME,DEPTIME,HOWLONG,Q2A,Q2B,Q2C,Q3A,Q3B,Q3C,Q3PARK,Q4A,Q4B,Q4C,Q4D,Q5A,Q5B,Q6,Q7A,Q7B,Q7C,Q7D,Q7E,Q7F,Q7G,Q7H,Q7I,Q7J,Q7K,Q7L,Q7M,Q7N,Q7O,Q8A,Q8B,Q8C,Q8D,Q8E,Q9A,Q9B,Q9C,Q9D,Q9E,Q9F,Q9COM1,Q9COM2,Q9COM3,Q10,Q10COM1,Q10COM2,Q10COM3,Q11,Q12,Q12COM1,Q12COM2,Q12COM3,Q13A,Q13B,Q14A,Q14B,Q15,Q15A,Q15B,Q15C,Q16,Q17,Q18CITY,Q18STATE,Q18ZIP,Q18COUNTRY,HOME,Q19,Q20,Q21,Q22,Q23A,Q23B,LANG,WEIGHT
2099,2130,3683,104,5,FRI,46,C,2,2,1,1,DELTA,SALT LAKE CITY,706,15,54,1,2,16:00:00,16:52:00,52,3,,,2,,,,1,1,1,1,2,1,4,4,3,3,4,4,4,6,6,4,4,4,4,4,4,4,31,16.0,60.0,,,4,4,4,4,4,4,0,,,5,16,8.0,,1,4,4,,,2,4,5,5,2,,,,9,1,SAN RAMON,CA,94583.0,US,5,7,1,4,2,1,1,1,1.3045777777777778
2100,2131,3379,329,19,FRI,78,F,3,2,1,2,UNITED,TUCSON,5237,28,90,1,1,13:00:00,19:20:00,380,2,,,3,,,,1,2,1,1,5,1,1,3,2,1,2,3,3,3,3,2,2,3,4,4,4,3,9,,,,,5,5,4,3,4,4,10,,,5,0,,,2,,,,,11,4,4,2,1,42.0,,,10,3,,,,,99,3,1,3,1,2,2,1,1.632960094637224
2101,2132,3461,349,22,MON,75,F,1,1,1,1,UNITED,LAS VEGAS,1038,28,30,1,4,7:00:00,09:32:00,152,3,,,2,,,,2,2,2,1,2,1,2,3,4,4,5,5,5,3,3,4,6,6,6,6,6,4,32,,,,,5,6,6,6,3,4,0,,,5,1,,,2,,,,,2,1,5,6,2,,,,6,3,IRVINE,CA,92520.0,US,10,2,1,3,2,1,2,1,1.632960094637224
2102,2133,3684,104,5,FRI,46,C,2,2,1,1,DELTA,SALT LAKE CITY,706,15,54,1,2,N,16:52:00,N,1,,,4,,,,2,1,2,2,1,2,1,5,3,3,5,5,5,6,6,6,6,6,6,6,6,4,151,102.0,103.0,,,3,6,6,4,4,4,13,,,5,0,,,2,,,,,5,4,5,5,1,71.0,,,10,3,ALBUQUERQUE,NM,87114.0,US,10,4,1,4,2,2,2,1,1.3045777777777778
2103,2134,3462,349,22,MON,75,F,1,1,1,2,UNITED,LAS VEGAS,1038,28,30,1,4,7:58 AM,09:32:00,94,2,,,5,,,,2,2,2,1,3,1,2,5,4,4,5,5,5,4,4,5,5,6,6,6,6,5,41,,,,,4,6,6,4,5,4,0,,,4,1,,,2,,,,,5,4,5,5,2,,,,8,1,SAN FRANCISCO,CA,94121.0,US,1,2,2,0,1,2,2,1,1.632960094637224
2104,2135,3352,315,19,FRI,58,D,1,2,1,2,AMERICAN,NEW YORK-JFK,66,8,43,2,4,6:30 AM,07:20:00,50,1,,,5,,,,2,1,1,2,5,1,4,5,4,4,5,4,4,4,4,4,5,6,4,6,4,5,0,,,,,5,4,4,5,4,5,0,,,5,0,,,1,5,1,,,5,5,5,5,2,,,,10,3,NEW YORK,NY,10075.0,US,12,5,1,4,2,2,2,1,1.0380333333333334
2105,2136,3353,315,19,FRI,58,D,1,2,1,2,AMERICAN,NEW YORK-JFK,66,8,43,2,4,6:30 AM,07:20:00,50,2,,,5,,,,1,1,1,1,4,1,4,4,4,4,4,4,4,4,6,3,4,4,4,3,3,5,0,,,,,5,5,5,5,4,5,0,,,4,0,,,1,4,0,,,6,0,5,4,2,,,,9,1,SAN BRUNO,CA,94066.0,US,2,5,1,4,1,1,1,1,1.0380333333333334
2106,2137,3685,104,5,FRI,46,C,2,2,1,1,DELTA,SALT LAKE CITY,706,15,54,1,2,N,16:52:00,N,2,,,2,,,,1,2,2,1,3,1,4,5,5,4,5,5,5,6,6,4,4,4,6,6,6,5,17,,,,,5,6,6,5,5,5,0,,,5,0,,,1,3,17,,,5,5,5,1,2,,,,10,1,SAN FRANCISCO,CA,94109.0,US,1,7,2,0,1,2,2,1,1.3045777777777778
2107,2138,3463,349,22,MON,75,F,1,1,1,2,UNITED,LAS VEGAS,1038,28,30,1,4,6:00:00,09:32:00,212,3,,,0,,,,1,0,0,1,1,2,1,5,6,4,5,5,5,5,0,5,6,6,6,6,6,4,0,,,,,2,6,6,3,4,3,6,,,4,0,,,2,,,,,5,3,5,5,2,,,,9,3,TAIPEI,,,TAIWAN,16,5,2,2,3,2,4,1,1.632960094637224
2108,2139,3354,315,19,FRI,58,D,1,2,1,2,AMERICAN,NEW YORK-JFK,66,8,43,2,4,5:15 AM,07:20:00,125,1,,,4,,,,1,1,1,2,3,1,4,4,4,3,3,4,0,0,0,0,3,3,3,3,0,4,75,,,,,4,4,0,3,3,3,0,,,4,0,,,0,,,,,2,4,4,4,2,,,,8,1,ORINDA,CA,,US,5,5,1,4,4,4,1,1,1.0380333333333334
2109,2140,3686,104,5,FRI,46,C,2,2,1,1,DELTA,SALT LAKE CITY,706,15,54,1,2,N,16:52:00,N,1,,,5,,,,1,2,1,2,5,1,3,4,3,3,4,4,4,3,3,2,6,6,4,6,3,4,11,102.0,32.0,19.0,,4,6,4,5,4,4,0,,,5,4,,,1,5,1,,,5,4,5,5,2,,,,8,3,ALPINE,UT,84004.0,US,10,5,1,4,2,1,1,1,1.3045777777777778
2110,2141,3464,349,22,MON,75,F,1,1,1,2,UNITED,LAS VEGAS,1038,28,30,1,4,1:07:00,09:32:00,505,2,,,3,,,,1,2,2,1,1,2,1,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,,,,,5,0,0,5,5,5,0,,,5,1,,,1,0,0,,,11,0,1,5,2,,,,10,3,SYDNEY,,,AUSTRALIA,19,7,1,1,4,4,4,1,1.632960094637224
2111,2142,3355,315,19,FRI,58,D,1,2,1,2,AMERICAN,NEW YORK-JFK,66,8,43,2,4,5:00:00,07:20:00,140,3,,,2,,,,1,1,0,1,1,2,1,3,3,2,2,4,4,4,4,5,5,4,4,4,4,3,0,,,,,5,6,6,3,0,4,0,,,3,0,,,3,,,,,1,4,4,4,2,,,,7,3,TYLER,TX,75704.0,US,11,2,1,1,3,2,2,1,1.0380333333333334
2112,2143,3687,104,5,FRI,46,C,2,2,1,2,DELTA,SALT LAKE CITY,706,15,54,1,2,N,16:52:00,N,3,,,6,,,,0,1,1,0,3,1,4,0,0,4,0,4,4,0,0,4,0,0,0,0,0,4,103,,,,,4,5,0,4,5,5,0,,,5,0,,,1,4,1,,,5,5,5,5,2,,,,10,1,SAN FRANCISCO,CA,94115.0,US,1,3,4,2,2,1,2,1,1.3045777777777778
2113,2144,3631,366,23,TUE,92,G,1,3,1,1,AIR CANADA,MONTREAL,760,3,40,4,2,8:10 AM,09:30:00,80,4,,,5,,,,2,2,1,1,2,1,3,4,4,4,4,4,4,6,6,4,4,6,4,6,6,4,14,1.0,,,,4,4,6,4,4,4,0,,,4,4,,,2,,,,,1,5,3,4,2,,,,8,1,BERKELEY,CA,94701.0,US,3,2,2,1,2,2,2,1,0.2847177142857143
2114,2145,3465,349,22,MON,75,F,1,1,1,2,UNITED,LAS VEGAS,1038,28,30,1,4,7:00:00,09:32:00,152,2,,,3,,,,1,0,0,0,1,1,4,6,6,6,0,6,6,6,6,6,6,6,6,6,6,5,0,,,,,0,0,0,0,0,0,0,,,4,0,,,1,2,0,,,11,0,0,4,0,,,,9,3,SYDNEY,,,AUSTRALIA,19,7,2,1,4,2,2,1,1.632960094637224
2115,2146,3356,315,19,FRI,58,D,1,2,1,2,AMERICAN,NEW YORK-JFK,66,8,43,2,4,5:00:00,07:20:00,140,3,,,5,,,,1,2,1,2,1,2,1,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,0,,,,,4,4,4,4,5,5,0,,,5,0,,,0,,,,,5,5,5,5,2,,,,9,3,,,,,99,8,4,0,4,4,4,1,1.0380333333333334
2116,2147,3440,322,19,FRI,54,D,2,2,1,1,AMERICAN,DALLAS-FT. WORTH,259,8,15,3,4,12:30 PM,13:52:00,82,3,,,6,,,,2,2,1,1,4,1,1,3,4,3,4,5,5,4,4,5,4,6,4,6,6,4,1,18.0,,,,5,4,6,5,4,4,0,,,5,1,,,2,,,,,5,5,4,5,2,,,,9,1,SAN FRANCISCO,CA,94103.0,US,1,2,1,2,3,2,2,1,1.0380333333333334
2117,2148,3357,315,19,FRI,58,D,1,2,1,2,AMERICAN,NEW YORK-JFK,66,8,43,2,4,5:30 AM,07:20:00,110,2,3.0,,5,,,,1,2,2,1,4,1,2,6,6,6,4,4,4,6,6,4,6,6,4,6,6,4,0,,,,,4,0,0,0,4,4,0,,,3,0,,,2,,,,,1,0,4,4,2,,,,5,1,PLEASANTON,CA,94588.0,US,3,7,2,0,2,2,2,1,1.0380333333333334
2118,2149,3466,349,22,MON,75,F,1,1,1,2,UNITED,LAS VEGAS,1038,28,30,1,4,7:45 AM,09:32:00,107,2,,,5,,,,2,1,2,1,1,1,1,6,4,4,5,5,5,3,3,4,6,6,6,4,6,4,0,,,,,4,6,6,4,4,4,0,,,4,0,,,2,,,,,5,4,5,5,2,,,,10,3,CHARLESTON,SC,29404.0,US,12,2,1,2,1,2,2,1,1.632960094637224
2119,2150,3651,132,7,SUN,74,F,2,1,1,2,UNITED,SAN DIEGO,497,28,55,1,2,10:10 AM,12:50:00,160,2,,,3,,,,1,2,2,1,3,1,3,6,4,4,4,4,3,3,3,4,6,6,5,6,6,4,51,206.0,,,,4,4,6,4,3,4,0,,,5,0,,,2,,,,,11,6,3,3,1,1.0,,,9,3,SAN DIEGO,CA,,US,10,4,1,3,2,2,2,1,1.632960094637224
2120,2151,3441,322,19,FRI,54,D,2,2,1,1,AMERICAN,DALLAS-FT. WORTH,259,8,15,3,4,11:00:00,13:52:00,172,0,,,3,,,,1,2,2,2,1,2,1,6,3,6,5,5,5,6,6,6,6,6,5,6,6,5,1,,,,,4,4,6,4,6,4,0,,,4,1,,,2,,,,,11,6,5,5,2,,,,9,3,DALLAS,TX,,US,11,4,1,1,2,2,2,1,1.0380333333333334
2121,2152,3358,315,19,FRI,58,D,1,2,1,2,AMERICAN,NEW YORK-JFK,66,8,43,2,4,5:15 AM,07:20:00,125,2,3.0,,2,,,,1,2,2,2,2,1,4,5,4,6,4,4,4,6,6,6,4,4,6,6,6,4,0,,,,,4,6,6,6,4,4,0,,,4,0,,,1,4,0,,,6,5,0,0,0,,,,11,0,,,,,99,8,4,0,4,4,4,1,1.0380333333333334
2122,2153,3467,349,22,MON,75,F,1,1,1,2,UNITED,LAS VEGAS,1038,28,30,1,4,8:00:00,09:32:00,92,2,,,7,,,,1,2,1,2,1,2,1,6,4,4,4,6,3,6,5,5,5,6,6,6,6,5,0,,,,,5,6,6,5,3,3,0,,,5,2,,,1,0,3,,,5,3,5,1,2,,,,10,3,NORTH KINGSTOWN,RI,2852.0,US,12,6,2,2,2,2,2,1,1.632960094637224
2123,2154,3442,322,19,FRI,54,D,2,2,1,1,AMERICAN,DALLAS-FT. WORTH,259,8,15,3,4,10:00:00,13:52:00,232,1,,,3,,,,1,1,1,2,1,2,1,4,6,3,4,4,4,6,6,6,6,6,3,6,6,4,102,151.0,,,,4,4,6,6,4,4,0,,,5,1,8.0,,1,5,2,,,11,6,4,4,2,,,,7,3,MULLICA HILL,NJ,8062.0,US,12,5,1,4,1,2,2,1,1.0380333333333334
2124,2155,3359,315,19,FRI,58,D,1,2,1,2,AMERICAN,NEW YORK-JFK,66,8,43,2,4,6:30 AM,07:20:00,50,2,,,5,,,,1,2,2,1,3,1,1,4,6,3,5,4,6,4,6,5,4,6,5,6,6,4,76,,,,,5,4,6,6,5,5,0,,,4,0,,,2,,,,,5,4,5,4,2,,,,8,1,SAN FRANCISCO,CA,94111.0,US,1,2,2,2,1,2,2,1,1.0380333333333334
2125,2156,3632,366,23,TUE,92,G,1,3,1,1,AIR CANADA,MONTREAL,760,3,40,4,2,8:00:00,09:30:00,90,3,,,6,,,,1,1,1,1,1,1,4,1,2,2,3,3,3,2,2,2,4,3,3,3,3,3,22,14.0,58.0,,,3,3,4,4,4,4,1,,,1,12,,,2,,,,,5,3,3,3,2,,,,4,3,MONTREAL,QC,,CANADA,13,6,1,1,2,2,2,1,0.2847177142857143
2126,2157,3652,132,7,SUN,74,F,2,1,1,2,UNITED,SAN DIEGO,497,28,55,1,2,N,12:50:00,N,1,,,9,,,,2,2,1,1,1,1,2,4,3,3,4,4,4,4,4,4,2,3,0,0,2,4,7,,,,,5,3,3,4,4,4,0,,,5,0,,,1,4,0,,,5,0,4,4,1,0.0,,,8,3,SAN DIEGO,CA,92189.0,US,10,5,1,4,2,2,2,1,1.632960094637224
2127,2158,3360,315,19,FRI,58,D,1,2,1,2,AMERICAN,NEW YORK-JFK,66,8,43,2,4,6:00:00,07:20:00,80,1,,,4,,,,1,2,1,1,2,1,1,3,3,3,3,3,3,3,3,3,3,6,6,6,6,3,0,,,,,4,6,6,3,3,4,0,,,5,0,,,3,,,,,0,0,0,0,0,,,,11,0,,,,,99,8,4,0,4,4,4,1,1.0380333333333334
2128,2159,3443,322,19,FRI,54,D,2,2,1,2,AMERICAN,DALLAS-FT. WORTH,259,8,15,3,4,N,13:52:00,N,2,6.0,,6,,,,2,1,2,2,3,1,2,1,1,1,1,2,3,2,2,2,1,1,1,5,0,4,0,,,,,3,2,3,2,5,4,0,,,5,15,,,3,,,,,5,4,3,3,2,,,,6,1,SAN FRANCISCO,CA,94158.0,US,1,2,1,4,2,2,2,1,1.0380333333333334
2129,2160,3468,349,22,MON,75,F,1,1,1,2,UNITED,LAS VEGAS,1038,28,30,1,4,6:00:00,09:32:00,212,2,3.0,,5,,,,2,2,2,2,3,1,2,6,4,4,4,4,4,6,6,6,4,6,6,6,6,3,0,,,,,5,6,6,6,4,4,0,,,4,0,,,2,,,,,5,5,5,4,1,31.0,52.0,,10,3,DIAMOND BAR,CA,91765.0,US,10,2,2,1,2,2,2,1,1.632960094637224
2130,2161,3653,132,7,SUN,74,F,2,1,1,2,UNITED,SAN DIEGO,497,28,55,1,2,8:20 AM,12:50:00,270,1,,,3,,,,1,1,1,1,2,1,2,4,3,3,4,4,3,6,6,5,6,6,6,6,6,4,0,,,,,4,6,6,4,4,4,0,,,4,0,,,1,4,0,,,11,3,3,3,2,,,,6,3,TOKYO,,,JAPAN,16,4,2,4,2,2,2,1,1.632960094637224
2131,2162,3633,366,23,TUE,92,G,1,3,1,1,AIR CANADA,MONTREAL,760,3,40,4,2,8:00:00,09:30:00,90,3,,,2,,,,2,1,2,2,1,1,2,4,4,4,4,4,4,4,4,4,6,6,6,6,6,4,62,992.0,,,,4,6,6,4,4,4,0,,,4,0,,,2,,,,,3,4,4,4,2,,,,9,3,MONTREAL,QC,,CANADA,13,7,1,2,2,2,2,1,0.2847177142857143
